Day,Date High,High,Date Low,Low,Closing,Trades,Shares,Turnover,Last Traded,Days Traded
6/14/2012,14-Jun-12,41,14-Jun-12,41,41,3,1000,41000,14-Jun-12,1
6/15/2012,15-Jun-12,44.1,15-Jun-12,44.1,44.1,2,20,882,15-Jun-12,1
6/18/2012,18-Jun-12,44,18-Jun-12,39.2,40,20,13578,544149.2,18-Jun-12,1
6/19/2012,19-Jun-12,40,19-Jun-12,40,40,1,8,320,19-Jun-12,1
6/20/2012,20-Jun-12,40.1,20-Jun-12,40.1,40.1,1,100,4010,20-Jun-12,1
6/21/2012,21-Jun-12,43.9,21-Jun-12,40.7,41.3,17,3349,139850.3,21-Jun-12,1
6/22/2012,22-Jun-12,43.8,22-Jun-12,40,40.6,5,552,23127.2,22-Jun-12,1
6/25/2012,25-Jun-12,40,25-Jun-12,40,40,3,207,8280,25-Jun-12,1
6/27/2012,27-Jun-12,42.4,27-Jun-12,39,42.1,14,1609,64600.6,27-Jun-12,1
6/28/2012,28-Jun-12,42,28-Jun-12,42,42,3,28000,1176000,28-Jun-12,1
6/29/2012,29-Jun-12,42.2,29-Jun-12,42.2,42.2,1,5,211,29-Jun-12,1
7/2/2012,2-Jul-12,41,2-Jul-12,41,41,4,1332,54612,2-Jul-12,1
7/4/2012,4-Jul-12,40.9,4-Jul-12,39.3,39.4,5,800,31600.2,4-Jul-12,1
7/6/2012,6-Jul-12,40,6-Jul-12,40,40,1,700,28000,6-Jul-12,1
7/9/2012,9-Jul-12,41,9-Jul-12,41,41,1,200,8200,9-Jul-12,1
7/10/2012,10-Jul-12,38.7,10-Jul-12,38.5,38.5,8,1399,53946.5,10-Jul-12,1
7/11/2012,11-Jul-12,38.5,11-Jul-12,38.5,38.5,1,100,3850,11-Jul-12,1
7/13/2012,13-Jul-12,39,13-Jul-12,38.5,38.5,5,224,8686,13-Jul-12,1
7/16/2012,16-Jul-12,40,16-Jul-12,38.5,40,4,512,19874.6,16-Jul-12,1
7/17/2012,17-Jul-12,41.7,17-Jul-12,40,40,5,2010,80417,17-Jul-12,1
7/18/2012,18-Jul-12,40,18-Jul-12,40,40,12,71418,2856720,18-Jul-12,1
7/19/2012,19-Jul-12,41.8,19-Jul-12,40,40,6,7003,280225.4,19-Jul-12,1
7/25/2012,25-Jul-12,40,25-Jul-12,40,40,3,1036,41440,25-Jul-12,1
7/26/2012,26-Jul-12,40.1,26-Jul-12,40.1,40.1,1,99,3969.9,26-Jul-12,1
7/27/2012,27-Jul-12,42,27-Jul-12,40.1,41.7,19,3939,161802.9,27-Jul-12,1
7/30/2012,30-Jul-12,42,30-Jul-12,41.9,42,5,35507,1491274,30-Jul-12,1
7/31/2012,31-Jul-12,42,31-Jul-12,42,42,11,36036,1513512,31-Jul-12,1
8/2/2012,2-Aug-12,42,2-Aug-12,41.5,42,6,15022,628424,2-Aug-12,1
8/3/2012,3-Aug-12,42.2,3-Aug-12,41.9,42,12,20101,844261.9,3-Aug-12,1
8/6/2012,6-Aug-12,43.4,6-Aug-12,42,42,4,15111,634677.3,6-Aug-12,1
8/8/2012,8-Aug-12,40.2,8-Aug-12,40.1,40.2,3,766,30723.2,8-Aug-12,1
8/9/2012,9-Aug-12,40.5,9-Aug-12,40.5,40.5,2,632,25596,9-Aug-12,1
8/10/2012,10-Aug-12,40.1,10-Aug-12,40.1,40.1,1,24,962.4,10-Aug-12,1
8/13/2012,13-Aug-12,42,13-Aug-12,40.2,42,2,75001,3150040.2,13-Aug-12,1
8/14/2012,14-Aug-12,42.5,14-Aug-12,42,42,26,201355,8458834.5,14-Aug-12,1
8/15/2012,15-Aug-12,43,15-Aug-12,42,42.6,9,10902,459061,15-Aug-12,1
8/16/2012,16-Aug-12,42,16-Aug-12,42,42,4,5244,220248,16-Aug-12,1
8/17/2012,17-Aug-12,42.5,17-Aug-12,42,42.5,3,5000,211984,17-Aug-12,1
8/20/2012,20-Aug-12,42.5,20-Aug-12,41.2,42.5,7,2532,105108.4,20-Aug-12,1
8/21/2012,21-Aug-12,43.2,21-Aug-12,42,43,11,1709,73155.4,21-Aug-12,1
8/22/2012,22-Aug-12,45.6,22-Aug-12,43,45.6,34,10430,463765.7,22-Aug-12,1
8/23/2012,23-Aug-12,45.8,23-Aug-12,45,45.2,19,5940,268712.8,23-Aug-12,1
8/24/2012,24-Aug-12,45,24-Aug-12,44.6,44.6,5,5775,259805,24-Aug-12,1
8/28/2012,28-Aug-12,45.9,28-Aug-12,45,45.7,11,4358,198353.3,28-Aug-12,1
8/29/2012,29-Aug-12,46.7,29-Aug-12,45,46.2,8,4662,211097,29-Aug-12,1
8/30/2012,30-Aug-12,48.9,30-Aug-12,44.8,48.5,17,7199,339571.9,30-Aug-12,1
9/3/2012,3-Sep-12,51,3-Sep-12,48.9,50,24,12740,636861.7,3-Sep-12,1
9/4/2012,4-Sep-12,52.9,4-Sep-12,50,50.4,19,10692,536236,4-Sep-12,1
9/5/2012,5-Sep-12,51.2,5-Sep-12,50,51,18,7509,378293.4,5-Sep-12,1
9/6/2012,6-Sep-12,53,6-Sep-12,50,51.9,13,31639,1640566.5,6-Sep-12,1
9/7/2012,7-Sep-12,55.2,7-Sep-12,50.2,54.7,32,34051,1850271.1,7-Sep-12,1
9/11/2012,11-Sep-12,56,11-Sep-12,50.1,50.7,18,9788,504083.7,11-Sep-12,1
9/12/2012,12-Sep-12,53.5,12-Sep-12,53.5,53.5,3,2003,107160.5,12-Sep-12,1
9/13/2012,13-Sep-12,55,13-Sep-12,54.5,54.9,15,7438,405997.8,13-Sep-12,1
9/14/2012,14-Sep-12,56.9,14-Sep-12,54.5,54.9,20,15961,882210.5,14-Sep-12,1
9/17/2012,17-Sep-12,53,17-Sep-12,50.7,51.5,22,7432,384436,17-Sep-12,1
9/18/2012,18-Sep-12,52.5,18-Sep-12,51.7,52,8,14575,757875,18-Sep-12,1
9/19/2012,19-Sep-12,51.1,19-Sep-12,50.9,50.9,5,2087,106445.1,19-Sep-12,1
9/20/2012,20-Sep-12,53.8,20-Sep-12,49,52.5,16,3569,183263.1,20-Sep-12,1
9/21/2012,21-Sep-12,52,21-Sep-12,52,52,1,75,3900,21-Sep-12,1
9/24/2012,24-Sep-12,50.1,24-Sep-12,50,50,6,307,15376.7,24-Sep-12,1
9/25/2012,25-Sep-12,51,25-Sep-12,49.3,50.6,6,2278,114998.9,25-Sep-12,1
9/26/2012,26-Sep-12,52,26-Sep-12,50,50.9,10,5956,303269.4,26-Sep-12,1
9/27/2012,27-Sep-12,51,27-Sep-12,51,51,9,30051,1532601,27-Sep-12,1
9/28/2012,28-Sep-12,52.9,28-Sep-12,50,52.4,2,12,629,28-Sep-12,1
10/1/2012,1-Oct-12,52.5,1-Oct-12,50.2,50.6,2,6,303.5,1-Oct-12,1
10/2/2012,2-Oct-12,51,2-Oct-12,50,50,4,2665,133265,2-Oct-12,1
10/4/2012,4-Oct-12,50.1,4-Oct-12,50,50,4,2379,118961,4-Oct-12,1
10/5/2012,5-Oct-12,50,5-Oct-12,50,50,2,10451,522550,5-Oct-12,1
10/8/2012,8-Oct-12,52,8-Oct-12,50.1,50.7,5,17,861.1,8-Oct-12,1
10/9/2012,9-Oct-12,51.3,9-Oct-12,50.7,50.8,4,3350,170346.2,9-Oct-12,1
10/10/2012,10-Oct-12,50.7,10-Oct-12,50.7,50.7,3,1748,88623.6,10-Oct-12,1
10/11/2012,11-Oct-12,51.5,11-Oct-12,50.2,51,4,22,1121.7,11-Oct-12,1
10/12/2012,12-Oct-12,51,12-Oct-12,50,51,3,70058,3572900,12-Oct-12,1
10/15/2012,15-Oct-12,48.2,15-Oct-12,48.1,48.2,2,175,8427,15-Oct-12,1
10/16/2012,16-Oct-12,48.5,16-Oct-12,48.5,48.5,1,166,8051,16-Oct-12,1
10/17/2012,17-Oct-12,48.5,17-Oct-12,48.5,48.5,4,310,15035,17-Oct-12,1
10/18/2012,18-Oct-12,50,18-Oct-12,48.5,49.9,3,1099,54801.5,18-Oct-12,1
10/19/2012,19-Oct-12,50,19-Oct-12,47.6,50,3,339,16153.2,19-Oct-12,1
10/22/2012,22-Oct-12,47.7,22-Oct-12,47.7,47.7,1,1,47.7,22-Oct-12,1
10/23/2012,23-Oct-12,47.1,23-Oct-12,47.1,47.1,1,116,5463.6,23-Oct-12,1
10/24/2012,24-Oct-12,47.5,24-Oct-12,47.5,47.5,1,58,2755,24-Oct-12,1
10/25/2012,25-Oct-12,48,25-Oct-12,48,48,3,400,19200,25-Oct-12,1
10/30/2012,30-Oct-12,47.6,30-Oct-12,47.5,47.5,2,10,475.1,30-Oct-12,1
10/31/2012,31-Oct-12,48.7,31-Oct-12,48.5,48.5,2,37,1801.7,31-Oct-12,1
11/1/2012,1-Nov-12,47.5,1-Nov-12,47.5,47.5,3,136,6460,1-Nov-12,1
11/2/2012,2-Nov-12,49,2-Nov-12,49,49,1,100,4900,2-Nov-12,1
11/5/2012,5-Nov-12,49,5-Nov-12,47.5,47.5,5,568,27631,5-Nov-12,1
11/7/2012,7-Nov-12,52,7-Nov-12,48,50.2,10,6691,336168.1,7-Nov-12,1
11/8/2012,8-Nov-12,52.4,8-Nov-12,50,51.8,3,618,32308.8,8-Nov-12,1
11/12/2012,12-Nov-12,51.8,12-Nov-12,50.2,51.8,5,1109,55673.4,12-Nov-12,1
11/15/2012,15-Nov-12,51.8,15-Nov-12,51.8,51.8,1,1,51.8,15-Nov-12,1
11/16/2012,16-Nov-12,51,16-Nov-12,49.1,49.6,5,4566,232170.6,16-Nov-12,1
11/19/2012,19-Nov-12,49.6,19-Nov-12,49.6,49.6,1,25,1240,19-Nov-12,1
11/20/2012,20-Nov-12,48,20-Nov-12,48,48,3,1175,56400,20-Nov-12,1
11/21/2012,21-Nov-12,48,21-Nov-12,47.9,47.9,4,1075,51495,21-Nov-12,1
11/22/2012,22-Nov-12,46,22-Nov-12,46,46,1,100,4600,22-Nov-12,1
11/23/2012,23-Nov-12,47.9,23-Nov-12,46.2,46.7,5,1374,65611.6,23-Nov-12,1
11/26/2012,26-Nov-12,46.5,26-Nov-12,46,46,7,458,21118,26-Nov-12,1
11/29/2012,29-Nov-12,48,29-Nov-12,46,47,4,7675,360450,29-Nov-12,1
11/30/2012,30-Nov-12,50,30-Nov-12,50,50,1,100,5000,30-Nov-12,1
12/3/2012,3-Dec-12,46.1,3-Dec-12,46.1,46.1,5,444,20468.4,3-Dec-12,1
12/4/2012,4-Dec-12,46.1,4-Dec-12,46.1,46.1,1,46,2120.6,4-Dec-12,1
12/5/2012,5-Dec-12,46.5,5-Dec-12,46,46.5,17,35904,1667968.6,5-Dec-12,1
12/6/2012,6-Dec-12,48.9,6-Dec-12,46.1,48.9,2,116,5487.6,6-Dec-12,1
12/10/2012,10-Dec-12,49,10-Dec-12,47.5,47.9,3,1000,47850,10-Dec-12,1
12/11/2012,11-Dec-12,47.4,11-Dec-12,47,47,8,1800,84783,11-Dec-12,1
12/12/2012,12-Dec-12,49,12-Dec-12,49,49,2,600,29400,12-Dec-12,1
12/13/2012,13-Dec-12,50.4,13-Dec-12,50,50,6,18754,938100,13-Dec-12,1
12/14/2012,14-Dec-12,50,14-Dec-12,50,50,1,1,50,14-Dec-12,1
12/17/2012,17-Dec-12,50,17-Dec-12,50,50,1,1,50,17-Dec-12,1
12/18/2012,18-Dec-12,50.6,18-Dec-12,47.2,50.5,6,521,26208.4,18-Dec-12,1
12/19/2012,19-Dec-12,51.1,19-Dec-12,50.5,51,12,7637,389137.5,19-Dec-12,1
12/20/2012,20-Dec-12,51.2,20-Dec-12,51,51,9,6090,310660.5,20-Dec-12,1
12/21/2012,21-Dec-12,47.9,21-Dec-12,47.9,47.9,2,175,8382.5,21-Dec-12,1
12/24/2012,24-Dec-12,50,24-Dec-12,48,48,6,1200,57602.2,24-Dec-12,1
12/28/2012,28-Dec-12,50.9,28-Dec-12,50.8,50.8,2,100,5081.5,28-Dec-12,1
12/31/2012,31-Dec-12,49,31-Dec-12,49,49,3,600,29400,31-Dec-12,1
1/2/2013,2-Jan-13,49.5,2-Jan-13,49,49.4,2,700,34550,2-Jan-13,1
1/3/2013,3-Jan-13,50.5,3-Jan-13,49,49.4,8,2600,128320,3-Jan-13,1
1/7/2013,7-Jan-13,50,7-Jan-13,50,50,2,600,30000,7-Jan-13,1
1/8/2013,8-Jan-13,50.9,8-Jan-13,50,50,20,8186,409958,8-Jan-13,1
1/9/2013,9-Jan-13,50.9,9-Jan-13,48.6,50.9,6,4120,200347,9-Jan-13,1
1/10/2013,10-Jan-13,50.8,10-Jan-13,50.7,50.8,2,134,6800.5,10-Jan-13,1
1/11/2013,11-Jan-13,50.8,11-Jan-13,50.2,50.2,5,264,13332,11-Jan-13,1
1/15/2013,15-Jan-13,49.5,15-Jan-13,49,49.1,9,2350,115301.9,15-Jan-13,1
1/16/2013,16-Jan-13,50,16-Jan-13,50,50,3,2270,113500,16-Jan-13,1
1/17/2013,17-Jan-13,50,17-Jan-13,50,50,2,10262,513100,17-Jan-13,1
1/18/2013,18-Jan-13,49.2,18-Jan-13,49.1,49.1,4,350,17197,18-Jan-13,1
1/21/2013,21-Jan-13,50,21-Jan-13,50,50,3,500,25000,21-Jan-13,1
1/22/2013,22-Jan-13,51,22-Jan-13,50,50,10,26565,1329153.5,22-Jan-13,1
1/23/2013,23-Jan-13,51,23-Jan-13,50,50,19,94343,4720805,23-Jan-13,1
1/24/2013,24-Jan-13,51.1,24-Jan-13,50,51.1,8,3879,197841.9,24-Jan-13,1
1/28/2013,28-Jan-13,51.2,28-Jan-13,51.1,51.1,3,1871,95628.1,28-Jan-13,1
1/29/2013,29-Jan-13,50.1,29-Jan-13,50,50.1,12,53800,2690010,29-Jan-13,1
1/30/2013,30-Jan-13,51.5,30-Jan-13,50,50.1,8,2100,105150,30-Jan-13,1
1/31/2013,31-Jan-13,50,31-Jan-13,49.5,50,2,532,26584,31-Jan-13,1
2/1/2013,1-Feb-13,50,1-Feb-13,50,50,3,5005,250250,1-Feb-13,1
2/5/2013,5-Feb-13,50,5-Feb-13,48,48.3,13,3216,155433.2,5-Feb-13,1
2/6/2013,6-Feb-13,52.5,6-Feb-13,50,50,6,3497,175215,6-Feb-13,1
2/7/2013,7-Feb-13,53,7-Feb-13,51,51.9,24,24333,1277421.7,7-Feb-13,1
2/8/2013,8-Feb-13,53.5,8-Feb-13,52,52,11,5460,286442,8-Feb-13,1
2/11/2013,11-Feb-13,53,11-Feb-13,52,52.7,14,10812,569960,11-Feb-13,1
2/12/2013,12-Feb-13,51,12-Feb-13,51,51,2,445,22695,12-Feb-13,1
2/13/2013,13-Feb-13,54,13-Feb-13,53,53.7,17,10001,537013.5,13-Feb-13,1
2/14/2013,14-Feb-13,53,14-Feb-13,52,52.9,3,7500,397000,14-Feb-13,1
2/15/2013,15-Feb-13,53,15-Feb-13,52.5,52.8,12,6110,323258.6,15-Feb-13,1
2/19/2013,19-Feb-13,53.8,19-Feb-13,51.5,53.8,8,700,36970,19-Feb-13,1
2/21/2013,21-Feb-13,53.3,21-Feb-13,51.4,53.3,4,5751,296103.3,21-Feb-13,1
2/22/2013,22-Feb-13,52,22-Feb-13,52,52,4,1550,80600,22-Feb-13,1
2/26/2013,26-Feb-13,52.8,26-Feb-13,51.5,51.5,8,610,31478,26-Feb-13,1
2/27/2013,27-Feb-13,52,27-Feb-13,52,52,3,126,6552,27-Feb-13,1
2/28/2013,28-Feb-13,52,28-Feb-13,52,52,1,50,2600,28-Feb-13,1
3/1/2013,1-Mar-13,52,1-Mar-13,52,52,7,4176,217152,1-Mar-13,1
3/4/2013,4-Mar-13,52,4-Mar-13,52,52,1,1500,78000,4-Mar-13,1
3/5/2013,5-Mar-13,52,5-Mar-13,51.2,51.2,2,52,2689.6,5-Mar-13,1
3/6/2013,6-Mar-13,51.2,6-Mar-13,51,51.1,6,401,20479.4,6-Mar-13,1
3/7/2013,7-Mar-13,51.1,7-Mar-13,51.1,51.1,5,5598,286057.8,7-Mar-13,1
3/8/2013,8-Mar-13,51.9,8-Mar-13,50.2,50.5,8,7410,375079,8-Mar-13,1
3/11/2013,11-Mar-13,51,11-Mar-13,50.9,51,4,3458,176058,11-Mar-13,1
3/12/2013,12-Mar-13,51.5,12-Mar-13,51,51.5,4,2600,133600,12-Mar-13,1
3/13/2013,13-Mar-13,50.5,13-Mar-13,50.5,50.5,3,3074,155237,13-Mar-13,1
3/14/2013,14-Mar-13,51.5,14-Mar-13,50.2,51,18,22064,1125421.5,14-Mar-13,1
3/15/2013,15-Mar-13,51,15-Mar-13,50.3,51,6,3702,187771.8,15-Mar-13,1
3/18/2013,18-Mar-13,51,18-Mar-13,50.5,50.9,5,5298,269699,18-Mar-13,1
3/19/2013,19-Mar-13,51.5,19-Mar-13,50.5,51,11,10984,558570.5,19-Mar-13,1
3/20/2013,20-Mar-13,51.5,20-Mar-13,51,51.3,8,5081,261009,20-Mar-13,1
3/21/2013,21-Mar-13,51.5,21-Mar-13,50.2,50.7,16,4676,237100.6,21-Mar-13,1
3/22/2013,22-Mar-13,51.5,22-Mar-13,50.2,50.3,11,3623,183524.1,22-Mar-13,1
3/25/2013,25-Mar-13,50.5,25-Mar-13,50.5,50.5,13,3730,188365,25-Mar-13,1
3/27/2013,27-Mar-13,51.5,27-Mar-13,50.5,51.1,13,15089,764520.5,27-Mar-13,1
3/28/2013,28-Mar-13,51.2,28-Mar-13,47.5,47.8,21,18609,893683.4,28-Mar-13,1
4/1/2013,1-Apr-13,47.7,1-Apr-13,47.7,47.7,3,61,2909.7,1-Apr-13,1
4/2/2013,2-Apr-13,47.9,2-Apr-13,47.5,47.6,7,1785,84987.1,2-Apr-13,1
4/3/2013,3-Apr-13,48,3-Apr-13,48,48,1,30,1440,3-Apr-13,1
4/4/2013,4-Apr-13,49,4-Apr-13,47.6,49,7,5151,246113.6,4-Apr-13,1
4/5/2013,5-Apr-13,48,5-Apr-13,48,48,6,484,23232,5-Apr-13,1
4/8/2013,8-Apr-13,48,8-Apr-13,47,48,17,4577,218409.9,8-Apr-13,1
4/9/2013,9-Apr-13,48,9-Apr-13,47.2,48,6,6906,330214.4,9-Apr-13,1
4/10/2013,10-Apr-13,50,10-Apr-13,48,50,35,12808,640000,10-Apr-13,1
4/11/2013,11-Apr-13,50.5,11-Apr-13,50.4,50.4,2,95,4795.5,11-Apr-13,1
4/12/2013,12-Apr-13,50.4,12-Apr-13,50.3,50.4,6,304,15311.6,12-Apr-13,1
4/16/2013,16-Apr-13,51,16-Apr-13,50.3,51,27,41854,2131818.4,16-Apr-13,1
4/17/2013,17-Apr-13,51,17-Apr-13,51,51,3,5100,260100,17-Apr-13,1
4/18/2013,18-Apr-13,50.5,18-Apr-13,50,50.1,6,600,30050,18-Apr-13,1
4/19/2013,19-Apr-13,50.1,19-Apr-13,50,50,2,15,750.6,19-Apr-13,1
4/22/2013,22-Apr-13,50.2,22-Apr-13,50,50.1,10,4983,249555,22-Apr-13,1
4/23/2013,23-Apr-13,50.5,23-Apr-13,50,50.3,24,57116,2867465,23-Apr-13,1
4/24/2013,24-Apr-13,51,24-Apr-13,50.9,51,7,18640,950630,24-Apr-13,1
4/26/2013,26-Apr-13,52,26-Apr-13,51.3,51.4,8,5981,308936.3,26-Apr-13,1
4/29/2013,29-Apr-13,52,29-Apr-13,51,51,8,14850,767370,29-Apr-13,1
4/30/2013,30-Apr-13,52.5,30-Apr-13,52.4,52.5,15,10389,545342.5,30-Apr-13,1
5/2/2013,2-May-13,53.7,2-May-13,52.5,52.8,26,30963,1643835.3,2-May-13,1
5/3/2013,3-May-13,53.5,3-May-13,52.5,53,10,7416,393051.6,3-May-13,1
5/6/2013,6-May-13,53.6,6-May-13,52.4,52.7,6,2733,144089.9,6-May-13,1
5/7/2013,7-May-13,54,7-May-13,53,54,21,36632,1977166.5,7-May-13,1
5/8/2013,8-May-13,54,8-May-13,54,54,8,3192,172368,8-May-13,1
5/9/2013,9-May-13,54,9-May-13,53,54,9,3735,201342.5,9-May-13,1
5/10/2013,10-May-13,54,10-May-13,53.2,54,8,5014,270140,10-May-13,1
5/13/2013,13-May-13,54.5,13-May-13,53,54.4,16,14527,770197.6,13-May-13,1
5/14/2013,14-May-13,53.5,14-May-13,53.5,53.5,2,1058,56603,14-May-13,1
5/15/2013,15-May-13,54,15-May-13,53.5,53.7,7,6833,368150.5,15-May-13,1
5/16/2013,16-May-13,56.5,16-May-13,54,56.3,39,77821,4343453,16-May-13,1
5/17/2013,17-May-13,57,17-May-13,55.5,55.8,7,3400,192580,17-May-13,1
5/20/2013,20-May-13,57,20-May-13,56,56,22,9935,556810,20-May-13,1
5/21/2013,21-May-13,56,21-May-13,54.5,55,14,9930,547666,21-May-13,1
5/22/2013,22-May-13,55.5,22-May-13,55.5,55.5,5,325,18037.5,22-May-13,1
5/23/2013,23-May-13,54.5,23-May-13,54.5,54.5,3,1310,71395,23-May-13,1
5/27/2013,27-May-13,52.6,27-May-13,52.1,52.6,4,2100,110360,27-May-13,1
5/28/2013,28-May-13,52.9,28-May-13,52.6,52.7,16,6363,335383.8,28-May-13,1
5/29/2013,29-May-13,52.8,29-May-13,52.7,52.8,4,3158,166442.4,29-May-13,1
5/30/2013,30-May-13,54,30-May-13,53,54,6,5900,318309,30-May-13,1
5/31/2013,31-May-13,55,31-May-13,54,55,13,12998,714784.9,31-May-13,1
6/3/2013,3-Jun-13,56,3-Jun-13,54.2,55.4,7,721,39915,3-Jun-13,1
6/4/2013,4-Jun-13,55.9,4-Jun-13,54.4,55,3,501,27555.8,4-Jun-13,1
6/5/2013,5-Jun-13,55,5-Jun-13,54.4,54.4,7,2326,126744.4,5-Jun-13,1
6/6/2013,6-Jun-13,56,6-Jun-13,54,54,12,7638,413076.8,6-Jun-13,1
6/7/2013,7-Jun-13,53.5,7-Jun-13,53,53.1,11,10554,560064.8,7-Jun-13,1
6/10/2013,10-Jun-13,54,10-Jun-13,53.1,53.2,3,700,37260,10-Jun-13,1
6/11/2013,11-Jun-13,53.2,11-Jun-13,53.2,53.2,3,113,6011.6,11-Jun-13,1
6/12/2013,12-Jun-13,53.1,12-Jun-13,53,53,5,1640,86926,12-Jun-13,1
6/13/2013,13-Jun-13,52.7,13-Jun-13,52,52.1,10,7880,410530,13-Jun-13,1
6/14/2013,14-Jun-13,52,14-Jun-13,52,52,4,3640,189280,14-Jun-13,1
6/18/2013,18-Jun-13,52,18-Jun-13,52,52,1,18,936,18-Jun-13,1
6/19/2013,19-Jun-13,52,19-Jun-13,51,51,20,9613,492536,19-Jun-13,1
6/20/2013,20-Jun-13,52,20-Jun-13,51.1,51.2,10,7494,385496.3,20-Jun-13,1
6/21/2013,21-Jun-13,51.2,21-Jun-13,51,51.2,19,2343,119833.1,21-Jun-13,1
6/25/2013,25-Jun-13,50.5,25-Jun-13,50.5,50.5,4,1344,67872,25-Jun-13,1
6/26/2013,26-Jun-13,52,26-Jun-13,50.1,50.4,7,717,35966.8,26-Jun-13,1
6/27/2013,27-Jun-13,51.9,27-Jun-13,51.9,51.9,1,1,51.9,27-Jun-13,1
6/28/2013,28-Jun-13,56,28-Jun-13,51.9,53.8,7,4515,242965.1,28-Jun-13,1
